Greek  Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,#
γνησίως,genuinely,Adv,G1104,Philippians 2,2037
μεριμνήσει,will care for,V-FIA-3S,G3309,Philippians 2,2038
ζητοῦσιν,are seeking,V-PIA-3P,G2212,Philippians 2,2039
Χριστοῦ ,of Christ,N-GMS,G5547,Philippians 2,2040
δοκιμὴν,the proven worth,N-AFS,G1382,Philippians 2,2041
τέκνον,a child,N-NNS,G5043,Philippians 2,2042
ἐδούλευσεν,he has served,V-AIA-3S,G1398,Philippians 2,2043
ἀφίδω,I shall have seen,V-ASA-1S,G872,Philippians 2,2044
ἐξαυτῆς,immediately,Adv,G1824,Philippians 2,2045
πέποιθα,I am persuaded,V-RIA-1S,G3982,Philippians 2,2046
ἐλεύσομαι,I will come,V-FIM-1S,G2064,Philippians 2,2047
Ἀναγκαῖον,Necessary,Adj-NNS,G316,Philippians 2,2048
ἡγησάμην,I esteemed it,V-AIM-1S,G2233,Philippians 2,2049
Ἐπαφρόδιτον,Epaphroditus,N-AMS,G1891,Philippians 2,2050
συνεργὸν,fellow worker,Adj-AMS,G4904,Philippians 2,2051
συστρατιώτην,fellow soldier,N-AMS,G4961,Philippians 2,2052
ἀπόστολον,messenger,N-AMS,G652,Philippians 2,2053
λειτουργὸν,minister,N-AMS,G3011,Philippians 2,2054
χρείας,need,N-GFS,G5532,Philippians 2,2055
ἐπειδὴ,since,Conj,G1894,Philippians 2,2056
ἐπιποθῶν,longing after,V-PPA-NMS,G1971,Philippians 2,2057
ἀδημονῶν,being deeply distressed,V-PPA-NMS,G85,Philippians 2,2058
ἠσθένησεν,he was ill,V-AIA-3S,G770,Philippians 2,2059
παραπλήσιον,nearly,Adv,G3897,Philippians 2,2060
ἠλέησεν,had mercy on,V-AIA-3S,G1653,Philippians 2,2061
μόνον,alone,Adj-AMS,G3441,Philippians 2,2062
λύπην,sorrow,N-AFS,G3077,Philippians 2,2063
σχῶ,I should have,V-ASA-1S,G2192,Philippians 2,2064
Σπουδαιοτέρως,All the more speedily,Adv-C,G4708,Philippians 2,2065
ἰδόντες,having seen,V-APA-NMP,G3708,Philippians 2,2066
χαρῆτε,you may rejoice,V-ASP-2P,G5463,Philippians 2,2067
ἀλυπότερος,less anxious,Adj-NMS-C,G253,Philippians 2,2068
ὦ,might be,V-PSA-1S,G1510,Philippians 2,2069
προσδέχεσθε,Receive,V-PMM/P-2P,G4327,Philippians 2,2070
ἐντίμους,in honor,Adj-AMP,G1784,Philippians 2,2071
ἔχετε,hold,V-PMA-2P,G2192,Philippians 2,2072
ἤγγισεν,he came near,V-AIA-3S,G1448,Philippians 2,2073
παραβολευσάμενος,having disregarded,V-APM-NMS,G3851,Philippians 2,2074
ἀναπληρώσῃ,he might fill up,V-ASA-3S,G378,Philippians 2,2075
ὑστέρημα,deficit,N-ANS,G5303,Philippians 2,2076
λειτουργίας,service,N-GFS,G3009,Philippians 2,2077
λοιπόν,Finally,Adj-ANS,G3063,Philippians 3,2078
ὀκνηρόν,troublesome,Adj-NNS,G3636,Philippians 3,2079
ἀσφαλές,is safe,Adj-NNS,G804,Philippians 3,2080
κύνας,dogs,N-AMP,G2965,Philippians 3,2081
κακοὺς,evil,Adj-AMP,G2556,Philippians 3,2082
ἐργάτας,workers,N-AMP,G2040,Philippians 3,2083
κατατομήν,false circumcision,N-AFS,G2699,Philippians 3,2084
περιτομή,circumcision,N-NFS,G4061,Philippians 3,2085
λατρεύοντες,worshiping,V-PPA-NMP,G3000,Philippians 3,2086
καυχώμενοι,glorying,V-PPM/P-NMP,G2744,Philippians 3,2087
πεποιθότες,having put confidence,V-RPA-NMP,G3982,Philippians 3,2088
καίπερ,though,Conj,G2539,Philippians 3,2089
πεποίθησιν,confidence,N-AFS,G4006,Philippians 3,2090
δοκεῖ,thinks,V-PIA-3S,G1380,Philippians 3,2091
ἄλλος,other,Adj-NMS,G243,Philippians 3,2092
πεποιθέναι,to have confidence,V-RNA,G3982,Philippians 3,2093
ὀκταήμερος,on the eighth day,Adj-NMS,G3637,Philippians 3,2094
γένους,the nation,N-GNS,G1085,Philippians 3,2095
Ἰσραήλ,of Israel,N-GMS,G2474,Philippians 3,2096
φυλῆς,of the tribe,N-GFS,G5443,Philippians 3,2097
Βενιαμίν,of Benjamin,N-GMS,G958,Philippians 3,2098
Ἑβραῖος,a Hebrew,N-NMS,G1445,Philippians 3,2099
Ἑβραίων,Hebrews,N-GMP,G1445,Philippians 3,2100
νόμον,the Law,N-AMS,G3551,Philippians 3,2101
Φαρισαῖος,a Pharisee,N-NMS,G5330,Philippians 3,2102
ζῆλος,zeal,N-ANS,G2205,Philippians 3,2103
διώκων,persecuting,V-PPA-NMS,G1377,Philippians 3,2104
νόμῳ,the Law,N-DMS,G3551,Philippians 3,2105
ἄμεμπτος,faultless,Adj-NMS,G273,Philippians 3,2106
ἅτινα,whatever things,RelPro-NNP,G3748,Philippians 3,2107
κέρδη,gain,N-NNP,G2771,Philippians 3,2108
ἥγημαι,I have esteemed,V-RIM/P-1S,G2233,Philippians 3,2109
ζημίαν,loss,N-AFS,G2209,Philippians 3,2110
μὲν,-,Prtcl,G3303,Philippians 3,2111
οὖν,therefore,Conj,G3767,Philippians 3,2112
ἡγοῦμαι,I count,V-PIM/P-1S,G2233,Philippians 3,2113
ὑπερέχον,excelling,V-PPA-ANS,G5242,Philippians 3,2114
ἐζημιώθην,I have lost,V-AIP-1S,G2210,Philippians 3,2115
σκύβαλα,rubbish,N-ANP,G4657,Philippians 3,2116
κερδήσω,I may gain,V-ASA-1S,G2770,Philippians 3,2117
εὑρεθῶ,be found,V-ASP-1S,G2147,Philippians 3,2118
ἐμὴν,my own,PPro-AF1S,G1699,Philippians 3,2119
νόμου,the Law,N-GMS,G3551,Philippians 3,2120
δύναμιν,power,N-AFS,G1411,Philippians 3,2121
ἀναστάσεως,resurrection,N-GFS,G386,Philippians 3,2122
παθημάτων,sufferings,N-GNP,G3804,Philippians 3,2123
συμμορφιζόμενος,being conformed,V-PPM/P-NMS,G4833,Philippians 3,2124
καταντήσω,I may attain,V-ASA-1S,G2658,Philippians 3,2125
ἐξανάστασιν,resurrection,N-AFS,G1815,Philippians 3,2126
ἔλαβον,I have obtained it,V-AIA-1S,G2983,Philippians 3,2127
τετελείωμαι,have been perfected,V-RIM/P-1S,G5048,Philippians 3,2128
διώκω,I am pursuing,V-PIA-1S,G1377,Philippians 3,2129
καταλάβω,I may lay hold,V-ASA-1S,G2638,Philippians 3,2130
ᾧ,that for which,RelPro-DNS,G3739,Philippians 3,2131
κατελήμφθην,I was laid hold of,V-AIP-1S,G2638,Philippians 3,2132
οὐ,not,Adv,G3756,Philippians 3,2133
λογίζομαι,do consider,V-PIM/P-1S,G3049,Philippians 3,2134
κατειληφέναι,to have taken hold of it,V-RNA,G2638,Philippians 3,2135
ὀπίσω,behind,Adv,G3694,Philippians 3,2136
ἐπιλανθανόμενος,forgetting,V-PPM/P-NMS,G1950,Philippians 3,2137
ἔμπροσθεν,ahead,Adv,G1715,Philippians 3,2138
ἐπεκτεινόμενος,reaching forward,V-PPM/P-NMS,G1901,Philippians 3,2139
σκοπὸν,the goal,N-AMS,G4649,Philippians 3,2140
βραβεῖον,prize,N-ANS,G1017,Philippians 3,2141
φρονῶμεν,should be of mind,V-PSA-1P,G5426,Philippians 3,2142
ἑτέρως,differently,Adv,G2088,Philippians 3,2143
φρονεῖτε,you are minded,V-PIA-2P,G5426,Philippians 3,2144
ἀποκαλύψει,will reveal,V-FIA-3S,G601,Philippians 3,2145
ἐφθάσαμεν,we have attained,V-AIA-1P,G5348,Philippians 3,2146
στοιχεῖν,to walk,V-PNA,G4748,Philippians 3,2147
κανόνι,rule,N-DMS,G2583,Philippians 3,2148
αὐτὸ,same,Adj-ANS,G846,Philippians 3,2149
Συμμιμηταί,Imitators together,N-NMP,G4831,Philippians 3,2150
σκοπεῖτε,observe,V-PMA-2P,G4648,Philippians 3,2151
οὕτω,thus,Adv,G3779,Philippians 3,2152
περιπατοῦσιν,are walking,V-PIA-3P,G4043,Philippians 3,2153
πολλάκις,often,Adv,G4178,Philippians 3,2154
κλαίων,weeping,V-PPA-NMS,G2799,Philippians 3,2155
ὧν,whose,RelPro-GMP,G3739,Philippians 3,2156
τέλος,end is,N-NNS,G5056,Philippians 3,2157
ἀπώλεια,destruction,N-NFS,G684,Philippians 3,2158
κοιλία,belly,N-NFS,G2836,Philippians 3,2159
αἰσχύνῃ,shame,N-DFS,G152,Philippians 3,2160
ἐπίγεια,earthly,Adj-ANP,G1919,Philippians 3,2161
πολίτευμα,citizenship,N-NNS,G4175,Philippians 3,2162
ὑπάρχει,exists,V-PIA-3S,G5225,Philippians 3,2163
ἀπεκδεχόμεθα,we are awaiting,V-PIM/P-1P,G553,Philippians 3,2164
μετασχηματίσει,will transform,V-FIA-3S,G3345,Philippians 3,2165
σῶμα,body,N-ANS,G4983,Philippians 3,2166
ταπεινώσεως,of humiliation,N-GFS,G5014,Philippians 3,2167
σύμμορφον,conformed,Adj-ANS,G4832,Philippians 3,2168
δύνασθαι,enabling,V-PNM/P,G1410,Philippians 3,2169
ὑποτάξαι,to subdue,V-ANA,G5293,Philippians 3,2170
ἀγαπητοὶ,beloved,Adj-VMP,G27,Philippians 4,2171
ἐπιπόθητοι,longed for,Adj-VMP,G1973,Philippians 4,2172
χαρὰ,the joy,N-VFS,G5479,Philippians 4,2173
στέφανός,crown,N-VMS,G4735,Philippians 4,2174
Εὐοδίαν,Euodia,N-AFS,G2136,Philippians 4,2175
Συντύχην,Syntyche,N-AFS,G4941,Philippians 4,2176
ναὶ,Yes,Prtcl,G3483,Philippians 4,2177
σέ,you,PPro-A2S,G4771,Philippians 4,2178
γνήσιε,TRUE,Adj-VMS,G1103,Philippians 4,2179
σύζυγε,yokefellow,Adj-VMS,G4805,Philippians 4,2180
συλλαμβάνου,help,V-PMM-2S,G4815,Philippians 4,2181
αὐταῖς,these women,PPro-DF3P,G846,Philippians 4,2182
αἵτινες,who,RelPro-NFP,G3748,Philippians 4,2183
συνήθλησάν,labored together,V-AIA-3P,G4866,Philippians 4,2184
Κλήμεντος,Clement,N-GMS,G2815,Philippians 4,2185
λοιπῶν,rest,Adj-GMP,G3062,Philippians 4,2186
συνεργῶν,of the fellow workers,Adj-GMP,G4904,Philippians 4,2187
ὧν,whose,RelPro-GMP,G3739,Philippians 4,2188
ὀνόματα,names are,N-NNP,G3686,Philippians 4,2189
βίβλῳ,the book,N-DFS,G976,Philippians 4,2190
ἐρῶ,I will say,V-FIA-1S,G2046,Philippians 4,2191
ἐπιεικὲς,gentleness,Adj-NNS,G1933,Philippians 4,2192
γνωσθήτω,let be known,V-AMP-3S,G1097,Philippians 4,2193
ἐγγύς,is near,Adv,G1451,Philippians 4,2194
μεριμνᾶτε,be anxious about,V-PMA-2P,G3309,Philippians 4,2195
εὐχαριστίας,thanksgiving,N-AFP,G2169,Philippians 4,2196
αἰτήματα,requests,N-NNP,G155,Philippians 4,2197
γνωριζέσθω,let be made known,V-PMM/P-3S,G1107,Philippians 4,2198
ὑπερέχουσα,surpassing,V-PPA-NFS,G5242,Philippians 4,2199
νοῦν,understanding,N-AMS,G3563,Philippians 4,2200
φρουρήσει,will guard,V-FIA-3S,G5432,Philippians 4,2201
νοήματα,minds,N-ANP,G3540,Philippians 4,2202
ὅσα,whatever,RelPro-NNP,G3745,Philippians 4,2203
ἀληθῆ,TRUE,Adj-NNP,G227,Philippians 4,2204
σεμνά,venerable,Adj-NNP,G4586,Philippians 4,2205
ἁγνά,pure,Adj-NNP,G53,Philippians 4,2206
προσφιλῆ,lovely,Adj-NNP,G4375,Philippians 4,2207
εὔφημα,admirable,Adj-NNP,G2163,Philippians 4,2208
ἀρετὴ,excellence,N-NFS,G703,Philippians 4,2209
ἔπαινος,praise,N-NMS,G1868,Philippians 4,2210
λογίζεσθε,think on,V-PMM/P-2P,G3049,Philippians 4,2211
πράσσετε,practice,V-PMA-2P,G4238,Philippians 4,2212
μεγάλως,greatly,Adv,G3171,Philippians 4,2213
ποτὲ,at last,Adv,G4218,Philippians 4,2214
ἀνεθάλετε,you revived,V-AIA-2P,G330,Philippians 4,2215
ἐμοῦ,me,PPro-G1S,G1473,Philippians 4,2216
ἐφρονεῖτε,you were concerned,V-IIA-2P,G5426,Philippians 4,2217
ἠκαιρεῖσθε,you were lacking opportunity,V-IIM/P-2P,G170,Philippians 4,2218
ὑστέρησιν,destitution,N-AFS,G5304,Philippians 4,2219
ἔμαθον,have learned,V-AIA-1S,G3129,Philippians 4,2220
αὐτάρκης,content,Adj-NMS,G842,Philippians 4,2221
ταπεινοῦσθαι,how to be brought low,V-PNM/P,G5013,Philippians 4,2222
μεμύημαι,I have learned the secret,V-RIM/P-1S,G3453,Philippians 4,2223
χορτάζεσθαι,to be full,V-PNM/P,G5526,Philippians 4,2224
πεινᾶν,to hunger,V-PNA,G3983,Philippians 4,2225
ὑστερεῖσθαι,to be deficient,V-PNM/P,G5302,Philippians 4,2226
ἰσχύω,I have strength,V-PIA-1S,G2480,Philippians 4,2227
ἐνδυναμοῦντί,strengthening,V-PPA-DMS,G1743,Philippians 4,2228
ἐποιήσατε,you did,V-AIA-2P,G4160,Philippians 4,2229
συνκοινωνήσαντές,having fellowship in,V-APA-NMP,G4790,Philippians 4,2230
Φιλιππήσιοι,Philippians,N-VMP,G5374,Philippians 4,2231
ἀρχῇ,the beginning,N-DFS,G746,Philippians 4,2232
ἐξῆλθον,I went out,V-AIA-1S,G1831,Philippians 4,2233
Μακεδονίας,Macedonia,N-GFS,G3109,Philippians 4,2234
ἐκοινώνησεν,had partnership,V-AIA-3S,G2841,Philippians 4,2235
δόσεως,of giving,N-GFS,G1394,Philippians 4,2236
λήμψεως,receiving,N-GFS,G3028,Philippians 4,2237
Θεσσαλονίκῃ,Thessalonica,N-DFS,G2332,Philippians 4,2238
δὶς,twice,Adv,G1364,Philippians 4,2239
ἐπέμψατε,you sent,V-AIA-2P,G3992,Philippians 4,2240
ἐπιζητῶ,I seek after,V-PIA-1S,G1934,Philippians 4,2241
δόμα,gift,N-ANS,G1390,Philippians 4,2242
πλεονάζοντα,abounding,V-PPA-AMS,G4121,Philippians 4,2243
ἀπέχω,I have,V-PIA-1S,G568,Philippians 4,2244
περισσεύω,abound,V-PIA-1S,G4052,Philippians 4,2245
πεπλήρωμαι,I am full,V-RIM/P-1S,G4137,Philippians 4,2246
δεξάμενος,having received,V-APM-NMS,G1209,Philippians 4,2247
Ἐπαφροδίτου,Epaphroditus,N-GMS,G1891,Philippians 4,2248
ὀσμὴν,an odor,N-AFS,G3744,Philippians 4,2249
εὐωδίας,of a sweet smell,N-GFS,G2175,Philippians 4,2250
θυσίαν,a sacrifice,N-AFS,G2378,Philippians 4,2251
δεκτήν,acceptable,Adj-AFS,G1184,Philippians 4,2252
εὐάρεστον,well-pleasing,Adj-AFS,G2101,Philippians 4,2253
πληρώσει,will fill up,V-FIA-3S,G4137,Philippians 4,2254
αἰῶνας,ages,N-AMP,G165,Philippians 4,2255
ἅγιον,saint,Adj-AMS,G40,Philippians 4,2256
Ἀσπάζονται,Greet,V-PIM/P-3P,G782,Philippians 4,2257
ἀδελφοί,brothers,N-NMP,G80,Philippians 4,2258
Καίσαρος,Caesar's,N-GMS,G2541,Philippians 4,2259
οἰκίας,household,N-GFS,G3614,Philippians 4,2260
Ἐφέσῳ,Ephesus,N-DFS,G2181,Ephesians 1,2261
Εὐλογητὸς,Blessed be,Adj-NMS,G2128,Ephesians 1,2262
εὐλογήσας,having blessed,V-APA-NMS,G2127,Ephesians 1,2263
εὐλογίᾳ,blessing,N-DFS,G2129,Ephesians 1,2264
ἐπουρανίοις,heavenly realms,Adj-DNP,G2032,Ephesians 1,2265
ἐξελέξατο,He chose,V-AIM-3S,G1586,Ephesians 1,2266
καταβολῆς,the foundation,N-GFS,G2602,Ephesians 1,2267
προορίσας,having predestined,V-APA-NMS,G4309,Ephesians 1,2268
υἱοθεσίαν,divine adoption as sons,N-AFS,G5206,Ephesians 1,2269
ἐχαρίτωσεν,He has freely given,V-AIA-3S,G5487,Ephesians 1,2270
Ἠγαπημένῳ,Beloved One,V-RPM/P-DMS,G25,Ephesians 1,2271
παραπτωμάτων,of trespasses,N-GNP,G3900,Ephesians 1,2272
ἐπερίσσευσεν,He lavished,V-AIA-3S,G4052,Ephesians 1,2273
φρονήσει,understanding,N-DFS,G5428,Ephesians 1,2274
γνωρίσας,having made known,V-APA-NMS,G1107,Ephesians 1,2275
προέθετο,He purposed,V-AIM-3S,G4388,Ephesians 1,2276
πληρώματος,fullness,N-GNS,G4138,Ephesians 1,2277
ἀνακεφαλαιώσασθαι,to bring together,V-ANM,G346,Ephesians 1,2278
ἐκληρώθημεν,we have obtained an inheritance,V-AIP-1P,G2820,Ephesians 1,2279
προορισθέντες,having been predestined,V-APP-NMP,G4309,Ephesians 1,2280
πρόθεσιν,the purpose,N-AFS,G4286,Ephesians 1,2281
ἐνεργοῦντος,working,V-PPA-GMS,G1754,Ephesians 1,2282
βουλὴν,counsel,N-AFS,G1012,Ephesians 1,2283
προηλπικότας,having first trusted,V-RPA-AMP,G4276,Ephesians 1,2284
ἐσφραγίσθητε,you were sealed,V-AIP-2P,G4972,Ephesians 1,2285
ἐπαγγελίας,of promise,N-GFS,G1860,Ephesians 1,2286
ἀρραβὼν,the guarantee,N-NMS,G728,Ephesians 1,2287
περιποιήσεως,acquired possession,N-GFS,G4047,Ephesians 1,2288
κἀγώ,I also,PPro-N1S,G2504,Ephesians 1,2289
ἀκούσας,having heard of,V-APA-NMS,G191,Ephesians 1,2290
παύομαι,do cease,V-PIM-1S,G3973,Ephesians 1,2291
εὐχαριστῶν,giving thanks,V-PPA-NMS,G2168,Ephesians 1,2292
δώῃ,may give,V-ASA-3S,G1325,Ephesians 1,2293
ἀποκαλύψεως,revelation,N-GFS,G602,Ephesians 1,2294
πεφωτισμένους,being enlightened,V-RPM/P-AMP,G5461,Ephesians 1,2295
πλοῦτος,riches,N-NMS,G4149,Ephesians 1,2296
ὑπερβάλλον,surpassing,V-PPA-NNS,G5235,Ephesians 1,2297
μέγεθος,greatness,N-NNS,G3174,Ephesians 1,2298
πιστεύοντας,believing,V-PPA-AMP,G4100,Ephesians 1,2299
κράτους,might,N-GNS,G2904,Ephesians 1,2300
ἐνήργηκεν,He worked,V-RIA-3S,G1754,Ephesians 1,2301
ἐγείρας,having raised,V-APA-NMS,G1453,Ephesians 1,2302
καθίσας,having set Him,V-APA-NMS,G2523,Ephesians 1,2303
ὑπεράνω,above,Prep,G5231,Ephesians 1,2304
κυριότητος,dominion,N-GFS,G2963,Ephesians 1,2305
ὀνομαζομένου,being named,V-PPM/P-GNS,G3687,Ephesians 1,2306
αἰῶνι,age,N-DMS,G165,Ephesians 1,2307
μέλλοντι,coming,V-PPA-DMS,G3195,Ephesians 1,2308
ὑπέταξεν,He put,V-AIA-3S,G5293,Ephesians 1,2309
πόδας,feet,N-AMP,G4228,Ephesians 1,2310
κεφαλὴν,to be head,N-AFS,G2776,Ephesians 1,2311
πληρουμένου,filling,V-PPM-GMS,G4137,Ephesians 1,2312
ἁμαρτίαις,sins,N-DFP,G266,Ephesians 2,2313
περιεπατήσατε,you walked,V-AIA-2P,G4043,Ephesians 2,2314
τούτου,of this,DPro-GMS,G3778,Ephesians 2,2315
ἄρχοντα,ruler,N-AMS,G758,Ephesians 2,2316
ἀέρος,air,N-GMS,G109,Ephesians 2,2317
ἐνεργοῦντος,working,V-PPA-GNS,G1754,Ephesians 2,2318
υἱοῖς,sons,N-DMP,G5207,Ephesians 2,2319
ἀνεστράφημέν,lived,V-AIP-1P,G390,Ephesians 2,2320
ἐπιθυμίαις,desires,N-DFP,G1939,Ephesians 2,2321
ποιοῦντες,doing,V-PPA-NMP,G4160,Ephesians 2,2322
θελήματα,things willed,N-ANP,G2307,Ephesians 2,2323
διανοιῶν,thoughts,N-GFP,G1271,Ephesians 2,2324
ἤμεθα,we were,V-IIM-1P,G1510,Ephesians 2,2325
φύσει,by nature,N-DFS,G5449,Ephesians 2,2326
ὡς,as,Adv,G5613,Ephesians 2,2327
πλούσιος,rich,Adj-NMS,G4145,Ephesians 2,2328
ἐλέει,mercy,N-DNS,G1656,Ephesians 2,2329
χάριτί,by grace,N-DFS,G5485,Ephesians 2,2330
σεσῳσμένοι,saved,V-RPM/P-NMP,G4982,Ephesians 2,2331
συνήγειρεν,He raised us up together,V-AIA-3S,G4891,Ephesians 2,2332
συνεκάθισεν,seated us together,V-AIA-3S,G4776,Ephesians 2,2333
ἐνδείξηται,He might show,V-ASM-3S,G1731,Ephesians 2,2334
αἰῶσιν,ages,N-DMP,G165,Ephesians 2,2335
ἐπερχομένοις,are coming,V-PPM/P-DMP,G1904,Ephesians 2,2336
ὑπερβάλλον,surpassing,V-PPA-ANS,G5235,Ephesians 2,2337
χρηστότητι,kindness,N-DFS,G5544,Ephesians 2,2338
δῶρον,gift,N-NNS,G1435,Ephesians 2,2339
ἔργων,works,N-GNP,G2041,Ephesians 2,2340
καυχήσηται,may boast,V-ASM-3S,G2744,Ephesians 2,2341
ποίημα,workmanship,N-NNS,G4161,Ephesians 2,2342
κτισθέντες,having been created,V-APP-NMP,G2936,Ephesians 2,2343
ἀγαθοῖς,good,Adj-DNP,G18,Ephesians 2,2344
προητοίμασεν,prepared beforehand,V-AIA-3S,G4282,Ephesians 2,2345
αὐτοῖς,them,PPro-DN3P,G846,Ephesians 2,2346
περιπατήσωμεν,we should walk,V-ASA-1P,G4043,Ephesians 2,2347
μνημονεύετε,remember,V-PMA-2P,G3421,Ephesians 2,2348
λεγόμενοι,being called,V-PPM/P-NMP,G3004,Ephesians 2,2349
λεγομένης,being called,V-PPM/P-GFS,G3004,Ephesians 2,2350
χειροποιήτου,made by hands,Adj-GFS,G5499,Ephesians 2,2351
ἦτε,you were,V-IIA-2P,G1510,Ephesians 2,2352
ἐκείνῳ,that,DPro-DMS,G1565,Ephesians 2,2353
ἀπηλλοτριωμένοι,alienated from,V-RPM/P-NMP,G526,Ephesians 2,2354
πολιτείας,commonwealth,N-GFS,G4174,Ephesians 2,2355
Ἰσραὴλ,of Israel,N-GMS,G2474,Ephesians 2,2356
ξένοι,strangers,Adj-NMP,G3581,Ephesians 2,2357
διαθηκῶν,covenants,N-GFP,G1242,Ephesians 2,2358
ἄθεοι,without God,Adj-NMP,G112,Ephesians 2,2359
οἵ,the ones,Art-NMP,G3588,Ephesians 2,2360
μακρὰν,far off,Adj-AFS,G3112,Ephesians 2,2361
ἐγγὺς,near,Adv,G1451,Ephesians 2,2362
ποιήσας,having made,V-APA-NMS,G4160,Ephesians 2,2363
ἀμφότερα,both,Adj-ANP,G297,Ephesians 2,2364
μεσότοιχον,barrier,N-ANS,G3320,Ephesians 2,2365
φραγμοῦ,fence,N-GMS,G5418,Ephesians 2,2366
λύσας,having broken down,V-APA-NMS,G3089,Ephesians 2,2367
ἔχθραν,hostility,N-AFS,G2189,Ephesians 2,2368
ἐντολῶν,of commandments,N-GFP,G1785,Ephesians 2,2369
καταργήσας,having annulled,V-APA-NMS,G2673,Ephesians 2,2370
